lga_name,year,median_rent
KINGSTON,2012,350.0
MORNINGTON PENINSULA,2012,320.0
PORT PHILLIP,2012,420.0
STONNINGTON,2012,410.0
COLAC-OTWAY,2012,240.0
CORANGAMITE,2012,200.0
GLENELG,2012,210.0
GREATER GEELONG,2012,300.0
MOYNE,2012,240.0
QUEENSCLIFFE,2012,320.0
SOUTHERN GRAMPIANS,2012,220.0
SURF COAST,2012,360.0
WARRNAMBOOL,2012,270.0
ARARAT,2012,210.0
BALLARAT,2012,260.0
GOLDEN PLAINS,2012,330.0
HEPBURN,2012,278.0
HINDMARSH,2012,140.0
HORSHAM,2012,230.0
MOORABOOL,2012,290.0
NORTHERN GRAMPIANS,2012,170.0
PYRENEES,2012,200.0
YARRIAMBIACK,2012,150.0
BULOKE,2012,160.0
CAMPASPE,2012,220.0
CENTRAL GOLDFIELDS,2012,200.0
GANNAWARRA,2012,170.0
GREATER BENDIGO,2012,280.0
LODDON,2012,163.0
MACEDON RANGES,2012,350.0
MILDURA,2012,225.0
MOUNT ALEXANDER,2012,290.0
SWAN HILL,2012,205.0
ALPINE,2012,240.0
BENALLA,2012,210.0
GREATER SHEPPARTON,2012,240.0
INDIGO,2012,215.0
MANSFIELD,2012,250.0
MITCHELL,2012,290.0
MOIRA,2012,228.0
MURRINDINDI,2012,250.0
STRATHBOGIE,2012,240.0
TOWONG,2012,190.0
WANGARATTA,2012,220.0
WODONGA,2012,260.0
BASS COAST,2012,260.0
BAW BAW,2012,270.0
EAST GIPPSLAND,2012,240.0
LATROBE,2012,210.0
SOUTH GIPPSLAND,2012,240.0
WELLINGTON,2012,230.0
BANYULE,2012,350.0
BRIMBANK,2012,300.0
DAREBIN,2012,330.0
HOBSONS BAY,2012,333.0
HUME,2012,320.0
MARIBYRNONG,2012,330.0
MELBOURNE,2012,450.0
MELTON,2012,290.0
MERRI-BEK,2012,350.0
MOONEE VALLEY,2012,350.0
NILLUMBIK,2012,350.0
WHITTLESEA,2012,325.0
WYNDHAM,2012,300.0
YARRA,2012,450.0
BOROONDARA,2012,400.0
KNOX,2012,350.0
MANNINGHAM,2012,395.0
MAROONDAH,2012,330.0
MONASH,2012,380.0
WHITEHORSE,2012,370.0
YARRA RANGES,2012,335.0
BAYSIDE,2012,500.0
CARDINIA,2012,310.0
CASEY,2012,330.0
FRANKSTON,2012,300.0
GLEN EIRA,2012,360.0
GREATER DANDENONG,2012,290.0
KINGSTON,2012,350.0
MORNINGTON PENINSULA,2012,315.0
PORT PHILLIP,2012,410.0
STONNINGTON,2012,400.0
COLAC-OTWAY,2012,248.0
CORANGAMITE,2012,215.0
GLENELG,2012,220.0
GREATER GEELONG,2012,300.0
MOYNE,2012,250.0
QUEENSCLIFFE,2012,310.0
SOUTHERN GRAMPIANS,2012,210.0
SURF COAST,2012,380.0
WARRNAMBOOL,2012,275.0
ARARAT,2012,220.0
BALLARAT,2012,265.0
GOLDEN PLAINS,2012,330.0
HEPBURN,2012,280.0
HINDMARSH,2012,168.0
HORSHAM,2012,222.0
MOORABOOL,2012,299.0
NORTHERN GRAMPIANS,2012,180.0
PYRENEES,2012,200.0
WEST WIMMERA,2012,145.0
YARRIAMBIACK,2012,168.0
BULOKE,2012,170.0
CAMPASPE,2012,225.0
CENTRAL GOLDFIELDS,2012,225.0
GANNAWARRA,2012,160.0
GREATER BENDIGO,2012,280.0
LODDON,2012,180.0
MACEDON RANGES,2012,320.0
MILDURA,2012,230.0
MOUNT ALEXANDER,2012,283.0
SWAN HILL,2012,215.0
ALPINE,2012,228.0
BENALLA,2012,210.0
GREATER SHEPPARTON,2012,240.0
INDIGO,2012,238.0
MANSFIELD,2012,258.0
MITCHELL,2012,285.0
MOIRA,2012,223.0
MURRINDINDI,2012,245.0
STRATHBOGIE,2012,230.0
TOWONG,2012,188.0
WANGARATTA,2012,240.0
WODONGA,2012,270.0
BASS COAST,2012,250.0
BAW BAW,2012,278.0
EAST GIPPSLAND,2012,250.0
LATROBE,2012,200.0
SOUTH GIPPSLAND,2012,240.0
WELLINGTON,2012,230.0
BANYULE,2012,350.0
BRIMBANK,2012,300.0
DAREBIN,2012,330.0
HOBSONS BAY,2012,330.0
HUME,2012,320.0
MARIBYRNONG,2012,330.0
MELBOURNE,2012,450.0
MELTON,2012,300.0
MERRI-BEK,2012,350.0
MOONEE VALLEY,2012,350.0
NILLUMBIK,2012,350.0
WHITTLESEA,2012,320.0
WYNDHAM,2012,300.0
YARRA,2012,450.0
BOROONDARA,2012,410.0
KNOX,2012,350.0
MANNINGHAM,2012,410.0
MAROONDAH,2012,330.0
MONASH,2012,375.0
WHITEHORSE,2012,370.0
YARRA RANGES,2012,330.0
BAYSIDE,2012,480.0
CARDINIA,2012,310.0
CASEY,2012,320.0
FRANKSTON,2012,305.0
GLEN EIRA,2012,370.0
GREATER DANDENONG,2012,300.0
KINGSTON,2012,360.0
MORNINGTON PENINSULA,2012,320.0
PORT PHILLIP,2012,420.0
STONNINGTON,2012,400.0
COLAC-OTWAY,2013,240.0
CORANGAMITE,2013,220.0
GLENELG,2013,230.0
GREATER GEELONG,2013,300.0
MOYNE,2013,278.0
QUEENSCLIFFE,2013,360.0
SOUTHERN GRAMPIANS,2013,220.0
SURF COAST,2013,370.0
WARRNAMBOOL,2013,290.0
ARARAT,2013,225.0
BALLARAT,2013,260.0
GOLDEN PLAINS,2013,288.0
HEPBURN,2013,285.0
HINDMARSH,2013,155.0
HORSHAM,2013,230.0
MOORABOOL,2013,280.0
NORTHERN GRAMPIANS,2013,185.0
PYRENEES,2013,250.0
YARRIAMBIACK,2013,150.0
BULOKE,2013,170.0
CAMPASPE,2013,230.0
CENTRAL GOLDFIELDS,2013,220.0
GANNAWARRA,2013,163.0
GREATER BENDIGO,2013,280.0
LODDON,2013,178.0
MACEDON RANGES,2013,341.0
MILDURA,2013,232.0
MOUNT ALEXANDER,2013,300.0
SWAN HILL,2013,220.0
ALPINE,2013,250.0
BENALLA,2013,220.0
GREATER SHEPPARTON,2013,250.0
INDIGO,2013,250.0
MANSFIELD,2013,278.0
MITCHELL,2013,290.0
MOIRA,2013,225.0
MURRINDINDI,2013,240.0
STRATHBOGIE,2013,240.0
TOWONG,2013,190.0
WANGARATTA,2013,240.0
WODONGA,2013,270.0
BASS COAST,2013,250.0
BAW BAW,2013,270.0
EAST GIPPSLAND,2013,250.0
LATROBE,2013,220.0
SOUTH GIPPSLAND,2013,235.0
WELLINGTON,2013,240.0
BANYULE,2013,350.0
BRIMBANK,2013,300.0
DAREBIN,2013,345.0
HOBSONS BAY,2013,340.0
HUME,2013,315.0
MARIBYRNONG,2013,340.0
MELBOURNE,2013,465.0
MELTON,2013,300.0
MERRI-BEK,2013,350.0
MOONEE VALLEY,2013,353.0
NILLUMBIK,2013,350.0
WHITTLESEA,2013,320.0
WYNDHAM,2013,300.0
YARRA,2013,460.0
BOROONDARA,2013,400.0
KNOX,2013,350.0
MANNINGHAM,2013,410.0
MAROONDAH,2013,330.0
MONASH,2013,380.0
WHITEHORSE,2013,375.0
YARRA RANGES,2013,330.0
BAYSIDE,2013,483.0
CARDINIA,2013,303.0
CASEY,2013,330.0
FRANKSTON,2013,300.0
GLEN EIRA,2013,380.0
GREATER DANDENONG,2013,300.0
KINGSTON,2013,350.0
MORNINGTON PENINSULA,2013,320.0
PORT PHILLIP,2013,415.0
STONNINGTON,2013,400.0
COLAC-OTWAY,2013,250.0
CORANGAMITE,2013,200.0
GLENELG,2013,220.0
GREATER GEELONG,2013,295.0
MOYNE,2013,250.0
QUEENSCLIFFE,2013,388.0
SOUTHERN GRAMPIANS,2013,220.0
SURF COAST,2013,365.0
WARRNAMBOOL,2013,275.0
ARARAT,2013,250.0
BALLARAT,2013,265.0
GOLDEN PLAINS,2013,280.0
HEPBURN,2013,280.0
HINDMARSH,2013,185.0
HORSHAM,2013,235.0
MOORABOOL,2013,290.0
NORTHERN GRAMPIANS,2013,180.0
PYRENEES,2013,198.0
YARRIAMBIACK,2013,150.0
BULOKE,2013,183.0
CAMPASPE,2013,228.0
CENTRAL GOLDFIELDS,2013,225.0
GANNAWARRA,2013,160.0
GREATER BENDIGO,2013,275.0
LODDON,2013,178.0
MACEDON RANGES,2013,330.0
MILDURA,2013,230.0
MOUNT ALEXANDER,2013,295.0
SWAN HILL,2013,210.0
ALPINE,2013,225.0
BENALLA,2013,210.0
GREATER SHEPPARTON,2013,240.0
INDIGO,2013,240.0
MANSFIELD,2013,280.0
MITCHELL,2013,285.0
MOIRA,2013,210.0
MURRINDINDI,2013,250.0
STRATHBOGIE,2013,240.0
TOWONG,2013,185.0
WANGARATTA,2013,240.0
WODONGA,2013,270.0
BASS COAST,2013,250.0
BAW BAW,2013,270.0
EAST GIPPSLAND,2013,250.0
LATROBE,2013,215.0
SOUTH GIPPSLAND,2013,240.0
WELLINGTON,2013,230.0
BANYULE,2013,345.0
BRIMBANK,2013,300.0
DAREBIN,2013,340.0
HOBSONS BAY,2013,340.0
HUME,2013,315.0
MARIBYRNONG,2013,340.0
MELBOURNE,2013,450.0
MELTON,2013,300.0
MERRI-BEK,2013,350.0
MOONEE VALLEY,2013,350.0
NILLUMBIK,2013,345.0
WHITTLESEA,2013,325.0
WYNDHAM,2013,300.0
YARRA,2013,460.0
BOROONDARA,2013,405.0
KNOX,2013,350.0
MANNINGHAM,2013,400.0
MAROONDAH,2013,335.0
MONASH,2013,380.0
WHITEHORSE,2013,380.0
YARRA RANGES,2013,333.0
BAYSIDE,2013,495.0
CARDINIA,2013,310.0
CASEY,2013,330.0
FRANKSTON,2013,300.0
GLEN EIRA,2013,375.0
GREATER DANDENONG,2013,300.0
KINGSTON,2013,350.0
MORNINGTON PENINSULA,2013,320.0
PORT PHILLIP,2013,410.0
STONNINGTON,2013,400.0
COLAC-OTWAY,2013,240.0
CORANGAMITE,2013,213.0
GLENELG,2013,220.0
GREATER GEELONG,2013,300.0
MOYNE,2013,260.0
QUEENSCLIFFE,2013,310.0
SOUTHERN GRAMPIANS,2013,220.0
SURF COAST,2013,350.0
WARRNAMBOOL,2013,280.0
ARARAT,2013,230.0
BALLARAT,2013,260.0
GOLDEN PLAINS,2013,300.0
HEPBURN,2013,280.0
HINDMARSH,2013,155.0
HORSHAM,2013,240.0
MOORABOOL,2013,290.0
NORTHERN GRAMPIANS,2013,200.0
PYRENEES,2013,233.0
YARRIAMBIACK,2013,156.0
BULOKE,2013,173.0
CAMPASPE,2013,220.0
CENTRAL GOLDFIELDS,2013,220.0
GANNAWARRA,2013,175.0
GREATER BENDIGO,2013,280.0
LODDON,2013,193.0
MACEDON RANGES,2013,350.0
MILDURA,2013,240.0
MOUNT ALEXANDER,2013,300.0
SWAN HILL,2013,215.0
ALPINE,2013,230.0
BENALLA,2013,230.0
GREATER SHEPPARTON,2013,240.0
INDIGO,2013,250.0
MANSFIELD,2013,260.0
MITCHELL,2013,295.0
MOIRA,2013,220.0
MURRINDINDI,2013,235.0
STRATHBOGIE,2013,230.0
TOWONG,2013,220.0
WANGARATTA,2013,240.0
WODONGA,2013,275.0
BASS COAST,2013,250.0
BAW BAW,2013,260.0
EAST GIPPSLAND,2013,250.0
LATROBE,2013,210.0
SOUTH GIPPSLAND,2013,238.0
WELLINGTON,2013,230.0
BANYULE,2013,350.0
BRIMBANK,2013,310.0
DAREBIN,2013,330.0
HOBSONS BAY,2013,330.0
HUME,2013,320.0
MARIBYRNONG,2013,340.0
MELBOURNE,2013,450.0
MELTON,2013,300.0
MERRI-BEK,2013,350.0
MOONEE VALLEY,2013,350.0
NILLUMBIK,2013,350.0
WHITTLESEA,2013,325.0
WYNDHAM,2013,300.0
YARRA,2013,460.0
BOROONDARA,2013,400.0
KNOX,2013,350.0
MANNINGHAM,2013,405.0
MAROONDAH,2013,335.0
MONASH,2013,385.0
WHITEHORSE,2013,380.0
YARRA RANGES,2013,340.0
BAYSIDE,2013,475.0
CARDINIA,2013,310.0
CASEY,2013,330.0
FRANKSTON,2013,305.0
GLEN EIRA,2013,380.0
GREATER DANDENONG,2013,300.0
KINGSTON,2013,350.0
MORNINGTON PENINSULA,2013,320.0
PORT PHILLIP,2013,410.0
STONNINGTON,2013,400.0
COLAC-OTWAY,2013,250.0
CORANGAMITE,2013,210.0
GLENELG,2013,225.0
GREATER GEELONG,2013,300.0
MOYNE,2013,260.0
QUEENSCLIFFE,2013,325.0
SOUTHERN GRAMPIANS,2013,220.0
SURF COAST,2013,375.0
WARRNAMBOOL,2013,280.0
ARARAT,2013,220.0
BALLARAT,2013,260.0
GOLDEN PLAINS,2013,318.0
HEPBURN,2013,283.0
HINDMARSH,2013,168.0
HORSHAM,2013,230.0
MOORABOOL,2013,290.0
NORTHERN GRAMPIANS,2013,178.0
PYRENEES,2013,205.0
WEST WIMMERA,2013,138.0
YARRIAMBIACK,2013,145.0
BULOKE,2013,185.0
CAMPASPE,2013,245.0
CENTRAL GOLDFIELDS,2013,230.0
GANNAWARRA,2013,173.0
GREATER BENDIGO,2013,280.0
LODDON,2013,160.0
MACEDON RANGES,2013,341.0
MILDURA,2013,230.0
MOUNT ALEXANDER,2013,290.0
SWAN HILL,2013,220.0
ALPINE,2013,230.0
BENALLA,2013,225.0
GREATER SHEPPARTON,2013,250.0
INDIGO,2013,255.0
MANSFIELD,2013,280.0
MITCHELL,2013,285.0
MOIRA,2013,230.0
MURRINDINDI,2013,250.0
STRATHBOGIE,2013,220.0
TOWONG,2013,195.0
WANGARATTA,2013,238.0
WODONGA,2013,280.0
BASS COAST,2013,250.0
BAW BAW,2013,280.0
EAST GIPPSLAND,2013,250.0
LATROBE,2013,215.0
SOUTH GIPPSLAND,2013,245.0
WELLINGTON,2013,240.0
BANYULE,2013,350.0
BRIMBANK,2013,310.0
DAREBIN,2013,340.0
HOBSONS BAY,2013,330.0
HUME,2013,320.0
MARIBYRNONG,2013,350.0
MELBOURNE,2013,445.0
MELTON,2013,310.0
MERRI-BEK,2013,350.0
MOONEE VALLEY,2013,360.0
NILLUMBIK,2013,350.0
WHITTLESEA,2013,325.0
WYNDHAM,2013,310.0
YARRA,2013,450.0
BOROONDARA,2013,420.0
KNOX,2013,360.0
MANNINGHAM,2013,420.0
MAROONDAH,2013,340.0
MONASH,2013,385.0
WHITEHORSE,2013,381.0
YARRA RANGES,2013,350.0
BAYSIDE,2013,495.0
CARDINIA,2013,320.0
CASEY,2013,340.0
FRANKSTON,2013,310.0
GLEN EIRA,2013,375.0
GREATER DANDENONG,2013,305.0
KINGSTON,2013,360.0
MORNINGTON PENINSULA,2013,320.0
PORT PHILLIP,2013,420.0
STONNINGTON,2013,400.0
COLAC-OTWAY,2014,250.0
CORANGAMITE,2014,225.0
GLENELG,2014,220.0
GREATER GEELONG,2014,305.0
MOYNE,2014,260.0
QUEENSCLIFFE,2014,345.0
SOUTHERN GRAMPIANS,2014,230.0
SURF COAST,2014,390.0
WARRNAMBOOL,2014,280.0
ARARAT,2014,240.0
BALLARAT,2014,270.0
GOLDEN PLAINS,2014,320.0
HEPBURN,2014,300.0
HINDMARSH,2014,155.0
HORSHAM,2014,250.0
MOORABOOL,2014,290.0
NORTHERN GRAMPIANS,2014,180.0
PYRENEES,2014,220.0
WEST WIMMERA,2014,163.0
YARRIAMBIACK,2014,160.0
BULOKE,2014,165.0
CAMPASPE,2014,235.0
CENTRAL GOLDFIELDS,2014,220.0
GANNAWARRA,2014,170.0
GREATER BENDIGO,2014,280.0
LODDON,2014,180.0
MACEDON RANGES,2014,350.0
MILDURA,2014,250.0
MOUNT ALEXANDER,2014,300.0
SWAN HILL,2014,223.0
ALPINE,2014,250.0
BENALLA,2014,230.0
GREATER SHEPPARTON,2014,250.0
INDIGO,2014,250.0
MANSFIELD,2014,280.0
MITCHELL,2014,298.0
MOIRA,2014,220.0
MURRINDINDI,2014,261.0
STRATHBOGIE,2014,238.0
TOWONG,2014,225.0
WANGARATTA,2014,250.0
WODONGA,2014,280.0
BASS COAST,2014,250.0
BAW BAW,2014,280.0
EAST GIPPSLAND,2014,260.0
LATROBE,2014,220.0
SOUTH GIPPSLAND,2014,245.0
WELLINGTON,2014,238.0
BANYULE,2014,355.0
BRIMBANK,2014,310.0
DAREBIN,2014,350.0
HOBSONS BAY,2014,340.0
HUME,2014,325.0
MARIBYRNONG,2014,350.0
MELBOURNE,2014,450.0
MELTON,2014,310.0
MERRI-BEK,2014,350.0
MOONEE VALLEY,2014,360.0
NILLUMBIK,2014,360.0
WHITTLESEA,2014,320.0
WYNDHAM,2014,315.0
YARRA,2014,440.0
BOROONDARA,2014,400.0
KNOX,2014,350.0
MANNINGHAM,2014,420.0
MAROONDAH,2014,350.0
MONASH,2014,390.0
WHITEHORSE,2014,380.0
YARRA RANGES,2014,340.0
BAYSIDE,2014,500.0
CARDINIA,2014,320.0
CASEY,2014,330.0
FRANKSTON,2014,315.0
GLEN EIRA,2014,380.0
GREATER DANDENONG,2014,310.0
KINGSTON,2014,360.0
MORNINGTON PENINSULA,2014,335.0
PORT PHILLIP,2014,420.0
STONNINGTON,2014,400.0
COLAC-OTWAY,2014,248.0
CORANGAMITE,2014,220.0
GLENELG,2014,220.0
GREATER GEELONG,2014,300.0
MOYNE,2014,260.0
QUEENSCLIFFE,2014,375.0
SOUTHERN GRAMPIANS,2014,220.0
SURF COAST,2014,395.0
WARRNAMBOOL,2014,276.0
ARARAT,2014,230.0
BALLARAT,2014,270.0
GOLDEN PLAINS,2014,290.0
HEPBURN,2014,280.0
HINDMARSH,2014,153.0
HORSHAM,2014,230.0
MOORABOOL,2014,290.0
NORTHERN GRAMPIANS,2014,200.0
PYRENEES,2014,240.0
WEST WIMMERA,2014,140.0
YARRIAMBIACK,2014,153.0
BULOKE,2014,158.0
CAMPASPE,2014,250.0
CENTRAL GOLDFIELDS,2014,220.0
GANNAWARRA,2014,180.0
GREATER BENDIGO,2014,280.0
LODDON,2014,180.0
MACEDON RANGES,2014,330.0
MILDURA,2014,250.0
MOUNT ALEXANDER,2014,300.0
SWAN HILL,2014,215.0
ALPINE,2014,250.0
BENALLA,2014,230.0
GREATER SHEPPARTON,2014,260.0
INDIGO,2014,250.0
MANSFIELD,2014,280.0
MITCHELL,2014,295.0
MOIRA,2014,240.0
MURRINDINDI,2014,250.0
STRATHBOGIE,2014,260.0
TOWONG,2014,220.0
WANGARATTA,2014,260.0
WODONGA,2014,280.0
BASS COAST,2014,260.0
BAW BAW,2014,275.0
EAST GIPPSLAND,2014,260.0
LATROBE,2014,215.0
SOUTH GIPPSLAND,2014,250.0
WELLINGTON,2014,250.0
BANYULE,2014,350.0
BRIMBANK,2014,310.0
DAREBIN,2014,350.0
HOBSONS BAY,2014,350.0
HUME,2014,320.0
MARIBYRNONG,2014,340.0
MELBOURNE,2014,450.0
MELTON,2014,310.0
MERRI-BEK,2014,360.0
MOONEE VALLEY,2014,350.0
NILLUMBIK,2014,370.0
WHITTLESEA,2014,330.0
WYNDHAM,2014,315.0
YARRA,2014,450.0
BOROONDARA,2014,400.0
KNOX,2014,360.0
MANNINGHAM,2014,425.0
MAROONDAH,2014,350.0
MONASH,2014,390.0
WHITEHORSE,2014,385.0
YARRA RANGES,2014,340.0
BAYSIDE,2014,493.0
CARDINIA,2014,310.0
CASEY,2014,340.0
FRANKSTON,2014,310.0
GLEN EIRA,2014,380.0
GREATER DANDENONG,2014,315.0
KINGSTON,2014,370.0
MORNINGTON PENINSULA,2014,335.0
PORT PHILLIP,2014,400.0
STONNINGTON,2014,400.0
COLAC-OTWAY,2014,250.0
CORANGAMITE,2014,210.0
GLENELG,2014,220.0
GREATER GEELONG,2014,300.0
MOYNE,2014,280.0
QUEENSCLIFFE,2014,315.0
SOUTHERN GRAMPIANS,2014,230.0
SURF COAST,2014,375.0
WARRNAMBOOL,2014,280.0
ARARAT,2014,230.0
BALLARAT,2014,270.0
GOLDEN PLAINS,2014,325.0
HEPBURN,2014,295.0
HINDMARSH,2014,165.0
HORSHAM,2014,250.0
MOORABOOL,2014,300.0
NORTHERN GRAMPIANS,2014,200.0
PYRENEES,2014,220.0
WEST WIMMERA,2014,153.0
YARRIAMBIACK,2014,165.0
BULOKE,2014,180.0
CAMPASPE,2014,230.0
CENTRAL GOLDFIELDS,2014,225.0
GANNAWARRA,2014,180.0
GREATER BENDIGO,2014,280.0
LODDON,2014,175.0
MACEDON RANGES,2014,350.0
MILDURA,2014,250.0
MOUNT ALEXANDER,2014,300.0
SWAN HILL,2014,220.0
ALPINE,2014,240.0
BENALLA,2014,228.0
GREATER SHEPPARTON,2014,250.0
INDIGO,2014,260.0
MANSFIELD,2014,293.0
MITCHELL,2014,290.0
MOIRA,2014,230.0
MURRINDINDI,2014,250.0
STRATHBOGIE,2014,230.0
TOWONG,2014,190.0
WANGARATTA,2014,245.0
WODONGA,2014,285.0
BASS COAST,2014,260.0
BAW BAW,2014,280.0
EAST GIPPSLAND,2014,260.0
LATROBE,2014,230.0
SOUTH GIPPSLAND,2014,240.0
WELLINGTON,2014,250.0
BANYULE,2014,360.0
BRIMBANK,2014,320.0
DAREBIN,2014,350.0
HOBSONS BAY,2014,350.0
HUME,2014,330.0
MARIBYRNONG,2014,340.0
MELBOURNE,2014,450.0
MELTON,2014,320.0
MERRI-BEK,2014,350.0
MOONEE VALLEY,2014,364.0
NILLUMBIK,2014,360.0
WHITTLESEA,2014,330.0
WYNDHAM,2014,320.0
YARRA,2014,440.0
BOROONDARA,2014,400.0
KNOX,2014,360.0
MANNINGHAM,2014,428.0
MAROONDAH,2014,350.0
MONASH,2014,395.0
WHITEHORSE,2014,395.0
YARRA RANGES,2014,350.0
BAYSIDE,2014,514.0
CARDINIA,2014,320.0
CASEY,2014,340.0
FRANKSTON,2014,310.0
GLEN EIRA,2014,390.0
GREATER DANDENONG,2014,310.0
KINGSTON,2014,370.0
MORNINGTON PENINSULA,2014,330.0
PORT PHILLIP,2014,415.0
STONNINGTON,2014,410.0
COLAC-OTWAY,2014,258.0
CORANGAMITE,2014,230.0
GLENELG,2014,220.0
GREATER GEELONG,2014,310.0
MOYNE,2014,270.0
QUEENSCLIFFE,2014,275.0
SOUTHERN GRAMPIANS,2014,230.0
SURF COAST,2014,400.0
WARRNAMBOOL,2014,280.0
ARARAT,2014,240.0
BALLARAT,2014,270.0
GOLDEN PLAINS,2014,330.0
HEPBURN,2014,300.0
HINDMARSH,2014,180.0
HORSHAM,2014,250.0
MOORABOOL,2014,300.0
NORTHERN GRAMPIANS,2014,190.0
PYRENEES,2014,250.0
WEST WIMMERA,2014,155.0
YARRIAMBIACK,2014,160.0
BULOKE,2014,175.0
CAMPASPE,2014,250.0
CENTRAL GOLDFIELDS,2014,228.0
GANNAWARRA,2014,180.0
GREATER BENDIGO,2014,280.0
LODDON,2014,200.0
MACEDON RANGES,2014,350.0
MILDURA,2014,245.0
MOUNT ALEXANDER,2014,295.0
SWAN HILL,2014,230.0
ALPINE,2014,260.0
BENALLA,2014,220.0
GREATER SHEPPARTON,2014,265.0
INDIGO,2014,270.0
MANSFIELD,2014,280.0
MITCHELL,2014,290.0
MOIRA,2014,238.0
MURRINDINDI,2014,270.0
STRATHBOGIE,2014,250.0
TOWONG,2014,210.0
WANGARATTA,2014,240.0
WODONGA,2014,290.0
BASS COAST,2014,260.0
BAW BAW,2014,290.0
EAST GIPPSLAND,2014,260.0
LATROBE,2014,220.0
SOUTH GIPPSLAND,2014,250.0
WELLINGTON,2014,250.0
BANYULE,2014,360.0
BRIMBANK,2014,320.0
DAREBIN,2014,350.0
HOBSONS BAY,2014,350.0
HUME,2014,330.0
MARIBYRNONG,2014,344.0
MELBOURNE,2014,450.0
MELTON,2014,320.0
MERRI-BEK,2014,360.0
MOONEE VALLEY,2014,370.0
NILLUMBIK,2014,360.0
WHITTLESEA,2014,330.0
WYNDHAM,2014,320.0
YARRA,2014,450.0
BOROONDARA,2014,420.0
KNOX,2014,360.0
MANNINGHAM,2014,430.0
MAROONDAH,2014,350.0
MONASH,2014,399.0
WHITEHORSE,2014,395.0
YARRA RANGES,2014,350.0
BAYSIDE,2014,515.0
CARDINIA,2014,320.0
CASEY,2014,350.0
FRANKSTON,2014,320.0
GLEN EIRA,2014,385.0
GREATER DANDENONG,2014,320.0
KINGSTON,2014,370.0
MORNINGTON PENINSULA,2014,335.0
PORT PHILLIP,2014,420.0
STONNINGTON,2014,420.0
COLAC-OTWAY,2015,250.0
CORANGAMITE,2015,220.0
GLENELG,2015,230.0
GREATER GEELONG,2015,310.0
MOYNE,2015,270.0
QUEENSCLIFFE,2015,300.0
SOUTHERN GRAMPIANS,2015,220.0
SURF COAST,2015,400.0
WARRNAMBOOL,2015,290.0
ARARAT,2015,240.0
BALLARAT,2015,270.0
GOLDEN PLAINS,2015,305.0
HEPBURN,2015,295.0
HINDMARSH,2015,160.0
HORSHAM,2015,250.0
MOORABOOL,2015,298.0
NORTHERN GRAMPIANS,2015,190.0
PYRENEES,2015,230.0
WEST WIMMERA,2015,170.0
YARRIAMBIACK,2015,163.0
BULOKE,2015,178.0
CAMPASPE,2015,250.0
CENTRAL GOLDFIELDS,2015,233.0
GANNAWARRA,2015,200.0
GREATER BENDIGO,2015,287.0
LODDON,2015,170.0
MACEDON RANGES,2015,350.0
MILDURA,2015,255.0
MOUNT ALEXANDER,2015,310.0
SWAN HILL,2015,225.0
ALPINE,2015,240.0
BENALLA,2015,238.0
GREATER SHEPPARTON,2015,260.0
INDIGO,2015,260.0
MANSFIELD,2015,263.0
MITCHELL,2015,290.0
MOIRA,2015,248.0
MURRINDINDI,2015,250.0
STRATHBOGIE,2015,235.0
TOWONG,2015,213.0
WANGARATTA,2015,260.0
WODONGA,2015,285.0
BASS COAST,2015,265.0
BAW BAW,2015,290.0
EAST GIPPSLAND,2015,260.0
LATROBE,2015,240.0
SOUTH GIPPSLAND,2015,248.0
WELLINGTON,2015,265.0
BANYULE,2015,360.0
BRIMBANK,2015,320.0
DAREBIN,2015,350.0
HOBSONS BAY,2015,360.0
HUME,2015,325.0
MARIBYRNONG,2015,350.0
MELBOURNE,2015,461.0
MELTON,2015,320.0
MERRI-BEK,2015,360.0
MOONEE VALLEY,2015,370.0
NILLUMBIK,2015,370.0
WHITTLESEA,2015,330.0
WYNDHAM,2015,320.0
YARRA,2015,450.0
BOROONDARA,2015,420.0
KNOX,2015,370.0
MANNINGHAM,2015,440.0
MAROONDAH,2015,360.0
MONASH,2015,400.0
WHITEHORSE,2015,390.0
YARRA RANGES,2015,350.0
BAYSIDE,2015,480.0
CARDINIA,2015,320.0
CASEY,2015,348.0
FRANKSTON,2015,320.0
GLEN EIRA,2015,390.0
GREATER DANDENONG,2015,320.0
KINGSTON,2015,380.0
MORNINGTON PENINSULA,2015,350.0
PORT PHILLIP,2015,410.0
STONNINGTON,2015,412.0
COLAC-OTWAY,2015,260.0
CORANGAMITE,2015,230.0
GLENELG,2015,230.0
GREATER GEELONG,2015,300.0
MOYNE,2015,280.0
QUEENSCLIFFE,2015,295.0
SOUTHERN GRAMPIANS,2015,220.0
SURF COAST,2015,390.0
WARRNAMBOOL,2015,290.0
ARARAT,2015,233.0
BALLARAT,2015,265.0
GOLDEN PLAINS,2015,320.0
HEPBURN,2015,290.0
HINDMARSH,2015,163.0
HORSHAM,2015,250.0
MOORABOOL,2015,295.0
NORTHERN GRAMPIANS,2015,190.0
PYRENEES,2015,245.0
WEST WIMMERA,2015,170.0
YARRIAMBIACK,2015,160.0
BULOKE,2015,175.0
CAMPASPE,2015,243.0
CENTRAL GOLDFIELDS,2015,240.0
GANNAWARRA,2015,190.0
GREATER BENDIGO,2015,280.0
LODDON,2015,180.0
MACEDON RANGES,2015,360.0
MILDURA,2015,250.0
MOUNT ALEXANDER,2015,300.0
SWAN HILL,2015,220.0
ALPINE,2015,250.0
BENALLA,2015,220.0
